attribute_id,entity_type_id,attribute_code,attribute_model,backend_model,backend_type,backend_table,frontend_model,frontend_input,frontend_label,frontend_class,source_model,is_required,is_user_defined,default_value,is_unique,note,is_bfm_defined,attribute_id,frontend_input_renderer,is_global,is_visible,is_searchable,is_filterable,is_comparable,is_visible_on_front,is_html_allowed_on_front,is_used_for_price_rules,is_filterable_in_search,used_in_product_listing,used_for_sort_by,is_configurable,apply_to,is_visible_in_advanced_search,position,is_wysiwyg_enabled,is_used_for_promo_rules,search_weight,is_deleted,attribute_set_and_group_names
96,4,status,NULL,NULL,int,NULL,NULL,select,Status,NULL,catalog/product_status,1,0,NULL,0,NULL,0,96,NULL,2,1,1,0,0,0,0,0,0,1,0,1,NULL,0,0,0,0,1,0,Custom Frame|General
122,4,tax_class_id,NULL,NULL,int,NULL,NULL,select,Tax Class,NULL,tax/class_source_product,1,0,NULL,0,NULL,0,122,NULL,2,1,1,0,0,0,0,0,0,1,0,1,"simple,configurable,virtual,bundle,downloadable,customframe,frame",0,0,0,0,1,0,Custom Frame|Prices
440,4,template_backer_board_type,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Backend\SaveMultipleDimensions,text,NULL,NULL,multiselect,Backer Board Type,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Source\Type\TemplateBackerBoardType,0,1,,0,NULL,0,440,NULL,0,1,0,1,0,0,1,0,0,0,0,0,NULL,0,6,0,1,1,0,Custom Frame|Filters
413,4,template_featured_selections,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Backend\SaveMultipleDimensions,text,NULL,NULL,multiselect,Featured Products,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Source\Type\TemplateFeaturedSelections,0,1,,0,NULL,0,413,NULL,0,1,0,1,0,0,1,0,1,0,0,0,NULL,0,1,0,0,1,0,Custom Frame|Filters
417,4,template_frame_colors,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Backend\SaveMultipleDimensions,text,NULL,NULL,multiselect,Frame Colors,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Source\Type\TemplateFrameColors,0,1,,0,NULL,0,417,NULL,0,1,0,1,0,0,1,0,1,0,0,0,NULL,0,3,0,0,1,0,Custom Frame|Filters
403,4,template_frame_material,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Backend\SaveMultipleDimensions,int,NULL,NULL,multiselect,Frame Material,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Source\Type\FrameMaterial,0,1,,0,NULL,0,403,NULL,0,1,0,1,0,0,1,0,1,0,0,0,NULL,0,5,0,0,1,0,Custom Frame|Filters
415,4,template_frame_width,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Backend\SaveMultipleDimensions,text,NULL,NULL,multiselect,Frame Width,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Source\Type\TemplateFrameWidth,0,1,,0,NULL,0,415,NULL,0,1,0,1,0,0,1,0,1,0,0,0,NULL,0,5,0,0,1,0,Custom Frame|Filters
444,4,template_interior_depths,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Backend\SaveMultipleDimensions,text,NULL,NULL,multiselect,Interior Depths Available,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Source\Type\TemplateInteriorDepths,0,1,,0,NULL,0,444,NULL,0,1,0,1,0,0,1,0,1,0,0,0,NULL,0,2,0,0,1,0,Custom Frame|Filters
424,4,template_letterboard_colors,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Backend\SaveMultipleDimensions,text,NULL,NULL,multiselect,Letter Board Colors,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Source\Type\TemplateLetterBoardColors,0,1,,0,NULL,0,424,NULL,0,1,0,1,0,0,1,0,1,0,0,0,NULL,0,3,0,0,1,0,Custom Frame|Filters
422,4,template_letterboard_material,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Backend\SaveMultipleDimensions,text,NULL,NULL,multiselect,Letterboard Material,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Source\Type\TemplateLetterBoardMaterial,0,1,,0,NULL,0,422,NULL,0,1,0,1,0,0,1,0,1,0,0,0,NULL,0,1,0,0,1,0,Custom Frame|Filters
